x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100
0.7754170544136257,0.49853487236010363,0.9541011131242243,0.8688440112729741,0.36488373537102026,0.8328111010078479,0.5885345917361313,0.9840578262257772,0.10962133092468374,0.9475846722758742,0.5977583264112777,0.5372604698033294,0.2168134593388249,0.4938138521562936,0.5754996647481502,0.9178583399191699,0.3061776282870987,0.16290969687480672,0.38040512438183904,0.44925645467109054,0.7307523364171326,0.9069378004969161,0.030373996309030593,0.5740415618303273,0.7298286803415578,0.8262293923241495,0.15808461391938378,0.10124528719740966,0.7798825908040827,0.7731788421069402,0.13147912981459242,0.08675120903861167,0.9680773387617555,0.5848584198249636,0.3445224194451004,0.5229281229544979,0.9715443601030881,0.1805257270451922,0.18241004998592603,0.5668642851068162,0.6901855864545091,0.017791469410820104,0.48516572912318323,0.32375688630406196,0.40822802597357744,0.35590982726327636,0.6573513859146317,0.4101755940799142,0.6034639270744562,0.7148624574449854,0.22766380921266094,0.6974967617833678,0.30764882599325005,0.05510261718856657,0.6644191326828504,0.3024300944988987,0.4964894294451335,0.17806576207639813,0.38055448847899553,0.06346144737895743,0.7120160107536762,0.6856758202469678,0.776977565745933,0.8190242414393055,0.9673968168787552,0.6525439611205341,0.47868403552168115,0.6852425643852607,0.8354806071601207,0.32110446316055774,0.6216856101081154,0.21213912990504802,0.4669771686690689,0.2976319231321328,0.5834988199686706,0.7752777594736956,0.7943662488971283,0.1127327902547951,0.5784014708247331,0.6588850714006731,0.7024441354627008,0.5568257882199104,0.5260982607400689,0.968263900181562,0.19869490564139614,0.7460433080085686,0.9368325203659175,0.43587859842043764,0.7674154116663333,0.2757341238368324,0.48083823246795254,0.5531366265095751,0.526001791462841,0.5075581471552542,0.35588107043550876,0.5460236862264145,0.4153109924894737,0.6264007195718522,0.8295126853242881,0.527361805329095
0.7729605639894755,0.9796680551001723,0.08651472301021246,0.43791366562374956,0.6518183469644845,0.5889285347878672,0.924970737468133,0.7840740798623831,0.5077645630029479,0.37845381566826997,0.27234351252920386,0.8596420892616846,0.3103750823500334,0.07171793003447446,0.7308124617691116,0.5093536181987339,0.025086042784754903,0.4337146883651948,0.31036404792816896,0.07944808990700103,0.5288945349996427,0.43829696299939036,0.6378565375738428,0.7227168000754647,0.6912967351851067,0.381610677329564,0.5295248659921281,0.22260300940040512,0.45993544038449297,0.30507133396301245,0.8554728794648653,0.3218749863558449,0.08065895218752606,0.05868501110484203,0.4188404601494765,0.6391302489412053,0.7018274888797053,0.23456825921246438,0.2681464912208099,0.08961379040898299,0.006833518847154774,0.7775877119463203,0.18928412335520473,0.36954325227237694,0.912349954669426,0.11926292667656635,0.6887975997959184,0.0704995895060393,0.13915708534142246,0.5313326867687119,0.41930750665810246,0.25354661342024565,0.04612184602462954,0.9555984173217451,0.5170528288442441,0.018089512724924095,0.09577298499218301,0.08751522959467062,0.9876819100741693,0.41369517256078636,0.02663204806892383,0.5522924230136762,0.4875155863388204,0.18185055333992017,0.8748360625934811,0.5815498908635179,0.10028980054549785,0.07450793566866976,0.5986450440192724,0.73459686710465,0.49862834412459234,0.7518379260574443,0.8050827393052671,0.5594076109083567,0.6141480461186439,0.5513760113169128,0.8066184876663713,0.8857468533796305,0.7178047733385677,0.4550894204314312,0.39764760572393176,0.25806147142480507,0.4810415133054794,0.420411668363895,0.7074031830517473,0.9907113422606711,0.2299919051311139,0.6442873179583922,0.9484458359861815,0.23794410741686234,0.3086686297259281,0.13961156298611177,0.8519107721371987,0.1499391219314965,0.956240736775941,0.7866387296301773,0.5875012192447148,0.3408097610817722,0.9999845120764186,0.8363469156990236
0.9541040080059158,0.33493368847383354,0.3964730543371623,0.7060232883680018,0.888195254465368,0.09137009559348208,0.7631276189655968,0.433825626316109,0.08131403440026086,0.44930420239842916,0.4370517198879833,0.4333962077648714,0.14351905448835134,0.3229277777107956,0.11592629469767235,0.05216463161912965,0.44613652185668495,0.21756066528128593,0.5816029316104235,0.7356862173699164,0.3944236703228219,0.1804480553192377,0.43650727120376365,0.7906119505802395,0.974417955576246,0.18571963571891492,0.9799403975244761,0.3293289279055952,0.47831455566232495,0.15970782333320033,0.5560312479631917,0.04489345132059486,0.04561544888516911,0.9672377681590238,0.4014825497119874,0.2042695718523535,0.591932627402774,0.2862201480176009,0.9890767759997102,0.6070384782314803,0.5894436925438982,0.0750121767773616,0.3969386148216635,0.7529283491836792,0.6855060511525748,0.18603695547967702,0.4554264199880994,0.08021651177658551,0.6858854040917544,0.18386741539689322,0.6451728191405042,0.15341945638499466,0.4893895430429136,0.6513723424110358,0.33766593558827906,0.979496628301957,0.012193903863877864,0.9602074343372745,0.3122043883801189,0.07516887754024681,0.8878556293705065,0.4877918961506317,0.8827323057175098,0.34742070670209946,0.9699032054552925,0.05584566828615034,0.06403424169014471,0.6931908715795763,0.13556081143066023,0.37075059362343277,0.5431623759930606,0.15358439986631423,0.7618393501932922,0.9741901413401588,0.6970590240089626,0.0038750392872259898,0.9856838543123472,0.8805351915019756,0.791897233313771,0.7634073465096294,0.4030035147397034,0.46473104310212465,0.7722001409669154,0.030368383310558356,0.8593004322964441,0.007716545855306234,0.7891014680835534,0.9601146936370331,0.6361447160238283,0.855433035774143,0.6777286538477552,0.4124083989653414,0.3609257103101291,0.14899199070684865,0.7727798683023259,0.6119752157682438,0.9897314130265037,0.41598279681199835,0.48839373143837284,0.15559628619139831
0.04152354336382724,0.7555196712969697,0.5799826164951533,0.1343839682241248,0.7675003252975153,0.5502310988682048,0.2911609861464508,0.2569593466212018,0.31425238811756007,0.8602705688889197,0.5772982485338773,0.525461747981492,0.4329351292574444,0.04390908797357629,0.5109093876106153,0.025393407099765564,0.5731526740779386,0.17229810535567336,0.958025611216753,0.28541984302647183,0.10264910524956006,0.9282650015597498,0.21045900769199377,0.1806595177477821,0.30083010279000155,0.6979415250908899,0.944568855419097,0.13662909441208126,0.34694037927518107,0.5414738830658297,0.018577003754063126,0.6280790140127785,0.36339241271470824,0.1810096328533325,0.6376820001869866,0.8337576685803253,0.5356421508280227,0.1180710639410879,0.7947434977127283,0.8877643587326894,0.8503013673252409,0.6289630238784705,0.18059084303619066,0.5734803332011116,0.2989379500953744,0.28524690093141714,0.2806585004552036,0.5271603930173732,0.9107622556334934,0.22211812375785,0.077736310224089,0.4981250613066531,0.39693159959906643,0.902179553169518,0.7994712723339956,0.31119568340281245,0.7290078808923803,0.26177778448310773,0.21675481064970825,0.27855768272075276,0.40673138373683737,0.6079325539465483,0.5100236590345871,0.9837647017920463,0.5242884687193909,0.9293819526390564,0.16837466520917233,0.3986671082122283,0.12676659807654345,0.7139869459927128,0.2678669216023767,0.7675678577285461,0.46444693761047107,0.863054851248922,0.4211219239126598,0.744850332200934,0.8557419353900312,0.16249396789244663,0.4767988800238736,0.551373796492008,0.5013338141445817,0.819116615955264,0.1590234012919015,0.567555682949153,0.5711781708288941,0.08636825456723374,0.03152548130504074,0.47207767656458177,0.8235926237351058,0.2689868988385705,0.9042421411435579,0.3470992291501104,0.191353698846632,0.11296505969617887,0.5334691761445751,0.5691599164967718,0.9738580602933655,0.057240853550431736,0.9317220437834579,0.8154079215906516
0.4009680147136534,0.6178750372775186,0.5746026995885053,0.8930315410572525,0.35002446493248573,0.356243417224416,0.5377316697031157,0.6147229326041624,0.485972519112326,0.06263678836146414,0.8978471878927633,0.06599696430394963,0.31209452822424444,0.8523878530314,0.3325417867478684,0.49540590206150614,0.4324154798353571,0.7324218337284054,0.5349773622256315,0.6226486746817346,0.6388036818973379,0.4345149892124617,0.7396738696694678,0.9482036835446676,0.37857416002485667,0.9059248561975957,0.8171420793884908,0.8131516798235923,0.36833262243678677,0.6657077084379329,0.41179877819752997,0.7758656116847161,0.31405105220662277,0.9570433359317821,0.33703005266131936,0.5296876878267616,0.1969847463079777,0.47209557195714436,0.20064083238888053,0.6939538757369339,0.7505411553497199,0.35636308239009085,0.8022000376118964,0.9501010868120223,0.17992510515339144,0.24768360563385372,0.11050575623391701,0.6535594512810688,0.40777036787088317,0.7995436566906393,0.5185372123550058,0.8274683192420217,0.09511584831407172,0.257487667989879,0.18804638306378285,0.9171496441074747,0.8076337628924759,0.7567347888696403,0.07563949102324818,0.01823937634041939,0.18948223880189974,0.6354803540774335,0.559083744336814,0.7421537962958756,0.7432388783927852,0.5364100289709942,0.6318064077212826,0.2675693349417727,0.2750626558328577,0.19140261233446443,0.33858541731880964,0.9512540426639766,0.0523176005764191,0.4786931400039225,0.9686702296959966,0.929506360645405,0.2772902937678702,0.4171770113665315,0.18050748706224984,0.8197777230872665,0.6570237353982182,0.3964739532558311,0.6790728061981001,0.6422118967312468,0.22132803754343677,0.6599733441985981,0.9903539849025199,0.5487534467770077,0.08626001104280412,0.32584344694039025,0.6273585745481546,0.3458918311387229,0.11280460640362378,0.16911857302423783,0.31178263845867304,0.7247931078004036,0.46059618142859116,0.5539983387710524,0.39150079242214986,0.40069181708227597
0.8222533015695038,0.9299548261151293,0.35116409820699646,0.5839107834849647,0.7708494769084954,0.620046794473592,0.3820735934580859,0.9526774055924176,0.2614569861323939,0.5697872434614784,0.7273621828361186,0.27539059072727123,0.4512699933993055,0.7886440062729353,0.3494422760990745,0.18930366422171507,0.9065140196049329,0.9697489351595143,0.2736494114397795,0.1369757419804194,0.16381575859119113,0.9824979800492226,0.6838822330785665,0.399253511761794,0.4406853551484219,0.4183399335633041,0.8475454372120925,0.22969634552302176,0.8462980536870304,0.8081466271130465,0.3775384698186399,0.9539211923950343,0.31974124290328365,0.23318213472579052,0.15342143369086847,0.637571290000945,0.9847052158019707,0.907653802015131,0.06251839338068554,0.0787226568860967,0.7955273246239254,0.5832146733343303,0.987095768625486,0.2609172837879675,0.47062755855082095,0.39795065096802296,0.9479201824140298,0.568899885040161,0.6958417777850542,0.16759157057813845,0.8765145108821749,0.19302027622834428,0.7831082635217361,0.2998510194381192,0.515709363621675,0.7213088326615995,0.5548305844305591,0.7288230053092616,0.48216593062510127,0.9367749798089381,0.6808145107745718,0.31529855466559176,0.2114695963923996,0.7937418683433826,0.04186053027607617,0.8251774690446242,0.9279522978960307,0.3713907287053241,0.942755012557653,0.7478008718386073,0.17084070095080428,0.40609715892907283,0.052600929038972066,0.2792560409629654,0.3631325956362025,0.8919253592973165,0.7722141925162466,0.43397096254793854,0.2727449544940411,0.3036493789447072,0.7472639082431451,0.548451920230511,0.10157857294904815,0.6848876444379157,0.26223586795706433,0.6532733859384017,0.09871168096161775,0.032585719686750614,0.2777557258034371,0.656527207819623,0.7519694108215482,0.6730851320698557,0.36400624112869107,0.8120725824552268,0.5622561243299163,0.9132861394363646,0.2952990098716861,0.9263468852039226,0.869500008712918,0.8257684008519544
0.10463731657452813,0.5634478834778776,0.8676694153280641,0.04691212667825295,0.1582659247407906,0.7857974327382539,0.24813499681699247,0.6019477934877193,0.30592802206378,0.22694898272238795,0.3882237624781043,0.08961832696194816,0.08696557128740923,0.19900533311656365,0.9756763033864946,0.777027987374453,0.4489503225891791,0.6233648567136653,0.4418824644732364,0.012098803508926115,0.8806202398119559,0.836274216312069,0.9499387680690058,0.08725860619806936,0.02247738052338577,0.16974350636028268,0.9709381625544251,0.2452577132797258,0.4836097590918754,0.7432214527000075,0.6647769476986604,0.22457286225119977,0.7767542496070866,0.8990391011335435,0.08406665640757371,0.1219838326041075,0.7148261645784234,0.4036058295997621,0.4619159239587636,0.28905267796496104,0.5646462225339947,0.33413940379017404,0.019326786871998625,0.5343791166004114,0.4817826672392064,0.9367713919550984,0.08023914523132103,0.0679014374991408,0.2617810386407007,0.46323176588924964,0.8824096968819962,0.4195495945012636,0.2901172548346076,0.8130242968302673,0.23602231804226148,0.5027940676302717,0.6882847427681206,0.15837336415514536,0.11331490201812988,0.4121284182974837,0.546349426824979,0.23888594452063638,0.6330727996611138,0.5719441214813854,0.720404938485264,0.7638757836143295,0.4537910101944458,0.3520211909398264,0.3587052239694236,0.2636909592719131,0.47766213402210456,0.6796281249012543,0.9158473185289646,0.4634829730303056,0.5059308414080171,0.6518457314478753,0.8614811657966817,0.52102547541865,0.7300406616426496,0.18462032587161503,0.9453490564457785,0.4784326993260771,0.12795878805003136,0.8197505534068078,0.9406758631728919,0.017434861050227624,0.9311075313288225,0.006983563565678197,0.1817088526097651,0.8534533768396555,0.563577658881928,0.8845429531645631,0.4627285897596498,0.32858760767216544,0.9997137733122478,0.9401586882156193,0.4580104529204062,0.715510509654017,0.6727017621896012,0.6041860821361451
0.9100214781103323,0.20021624371083024,0.9517584943616009,0.7883551763890793,0.8636891899205567,0.6623208385487758,0.3720467129217172,0.7363657826878456,0.37595462397731283,0.2392357072183211,0.6072303372950297,0.8557261479478301,0.5730766992050585,0.8026060692763651,0.35132292206521065,0.6900001497867553,0.7330105865564384,0.11165082616461097,0.9109268029603622,0.9950753900729117,0.6108057592058258,0.09083865900657795,0.8039354264647433,0.9433540568446982,0.5129033318059172,0.6601355545686504,0.563586586443417,0.17462909195148657,0.8190661232740284,0.9814367497671957,0.6798332857728729,0.19858778239299268,0.8573148672955931,0.4679083156211227,0.14799167569376792,0.45812485342959686,0.7384472594758978,0.06295797126808533,0.6000364407086254,0.3083868677915734,0.8165108395860271,0.9287194874760084,0.5065966669675727,0.12869675106915013,0.45277997039375206,0.3944308925234371,0.37336772826396114,0.500011694481483,0.9933952016344945,0.5715035287776912,0.6396985434273678,0.7883416349956025,0.4574811380779046,0.09623032297383893,0.5087375925067721,0.7340404111497916,0.4543312801047321,0.37300955512651424,0.883082166403475,0.5968509880527515,0.8429735509819952,0.90865269867088,0.4705904850752288,0.10950636410364434,0.33490266822857606,0.41203328049491583,0.36005933176046423,0.8017417726898995,0.7895546518246555,0.11807061225688842,0.3844103455795286,0.5909780541908192,0.7858391622193923,0.8411052823527569,0.09025852237500198,0.5663420721296122,0.07276260176637916,0.45000992655647143,0.43154750602364145,0.13051311788775144,0.3920458856865616,0.32471423690766243,0.11653869667532613,0.4659052415867323,0.2569030384695632,0.7652685392151606,0.9319062204735231,0.564861859169455,0.19450227263560194,0.9412730572543679,0.550106812825659,0.15642346633054593,0.6345331836494589,0.1591608094015109,0.46797466650197783,0.459620192243543,0.8132929871272947,0.12879349160689124,0.4546514789756213,0.7237139964295763
0.6148149605478197,0.7809763710621185,0.8825524391937702,0.39015301212622344,0.4303934942991121,0.7431030630823829,0.9727362773923136,0.026873365166826257,0.7657160669753215,0.06895368212435515,0.8646873755153581,0.5016492206764493,0.9925088490424887,0.7243148254494834,0.7901212674891798,0.16817915295232344,0.8517190574095936,0.7416497331281178,0.37323211653349175,0.09346646561029426,0.8664407907412542,0.7893048686986615,0.83291092846177,0.9604885163480217,0.2898431556732761,0.959208811847903,0.0873441695232261,0.31976345699354225,0.728841078796577,0.32087148025368184,0.9058468142746605,0.8531894147130948,0.9637719668482522,0.11094378815783812,0.1926886597391928,0.27537034871304755,0.3998909759960113,0.708113561522288,0.05670972172111133,0.36458760357954023,0.44458570345591586,0.40767908319939217,0.22524649690935894,0.021921685442871097,0.977141778773189,0.7955159480414284,0.9985793726162021,0.6975649852526936,0.8396803391300464,0.9739494207523695,0.986053183930718,0.2998433385803482,0.0994925629658453,0.0215130770255324,0.9595095303140742,0.840850225152648,0.9984516108200288,0.8949676208017353,0.909348800828662,0.7698907708600415,0.9416816255403594,0.6529667654430202,0.9046929251947081,0.9285589807058979,0.012298334661227761,0.960084219877578,0.5431451729380046,0.8252600600079653,0.3172254662880256,0.17793575429707886,0.9110888540017058,0.7275150788722783,0.7229294566761713,0.7919700426603201,0.26386016224182596,0.03048172728796239,0.6409301546131148,0.4528858083384736,0.3969907495364645,0.5322517930660481,0.6127978955416871,0.8953057075590409,0.7512022197563732,0.4648764310996446,0.9824877504407454,0.9944235403247291,0.14164256415004883,0.15877462449340285,0.7874825200650176,0.9372362421150889,0.038366197573800775,0.558042899568744,0.049416223748586785,0.2814880763821711,0.2871790671543645,0.7123143531562456,0.5912431475187483,0.716262057073827,0.791298862574504,0.7473031465736487
0.21770645704300584,0.0020526538874532374,0.3188855845702502,0.7118417101537335,0.3279552706842762,0.3305607179837633,0.10322170936457442,0.9712420019286624,0.5689553447537967,0.9096962142494796,0.9436588143219871,0.31646464732919555,0.6531926825966077,0.06967334718773399,0.8205245009099564,0.8272213072442314,0.7134921666424464,0.8498525685064011,0.19351164841883317,0.6894352536925513,0.8647688592045032,0.22080667465086268,0.3980900793197333,0.9411457561236587,0.5585430441966188,0.8759551117645396,0.31464195742989876,0.43046400386242656,0.6312039940400805,0.8020992365788085,0.7869027564365457,0.7687538987081911,0.34362508966586136,0.019680623044255885,0.13578538218739944,0.33049901885186983,0.30852000438981375,0.9687602369271503,0.19466300574082562,0.17867318960511214,0.8261278144933035,0.8328393537108775,0.7895180449779489,0.25123757541741476,0.07873116151168336,0.6773168745271384,0.4714503137664757,0.0937974027015307,0.5925395237439438,0.3104390234572395,0.4465094619093918,0.534510224682564,0.9053840201480373,0.193404045311233,0.0620035428172524,0.5179784119604495,0.7902068883188786,0.448820020907557,0.8771195230111253,0.0973016031120918,0.2043930371888023,0.3700767698183087,0.8423544110128722,0.4595191118597498,0.5642619042864183,0.4797609264574747,0.6336747987949914,0.36831281752506806,0.6559711501905955,0.8734462911186245,0.1517983324447868,0.5567371222197554,0.052869564444149364,0.5393421892591957,0.3984175997676781,0.10350023105480399,0.5356263407952909,0.5168858485911412,0.9902210708164367,0.220281744572012,0.9211716506215014,0.7819713121464827,0.23638118742917802,0.3585538121942544,0.10022131846562876,0.7219549735330274,0.6037460458420973,0.6310550688824307,0.6199590473962203,0.5056403036533259,0.3224228177567804,0.6561622712071054,0.6261329284740297,0.3952952412537988,0.37822004823113664,0.7750956862778017,0.18506820249056766,0.44391474619716775,0.9202260641476045,0.23666106032538248
